geoID,name,tax_rate
17195,"Whiteside County, Illinois",0.021272
17197,"Will County, Illinois",0.023466
17199,"Williamson County, Illinois",0.017102
17201,"Winnebago County, Illinois",0.024823
17203,"Woodford County, Illinois",0.021796
18001,"Adams County, Indiana",0.007481
18003,"Allen County, Indiana",0.008024
18005,"Bartholomew County, Indiana",0.007223
18007,"Benton County, Indiana",0.007563
18009,"Blackford County, Indiana",0.008056
18011,"Boone County, Indiana",0.007972
18013,"Brown County, Indiana",0.004705
18015,"Carroll County, Indiana",0.005689
18017,"Cass County, Indiana",0.006942
18019,"Clark County, Indiana",0.007373
18021,"Clay County, Indiana",0.004569
18023,"Clinton County, Indiana",0.006224
18025,"Crawford County, Indiana",0.007374
18027,"Daviess County, Indiana",0.006805
18029,"Dearborn County, Indiana",0.0076
18031,"Decatur County, Indiana",0.006193
18033,"DeKalb County, Indiana",0.006279
18035,"Delaware County, Indiana",0.007813
18037,"Dubois County, Indiana",0.006504
18039,"Elkhart County, Indiana",0.008189
18041,"Fayette County, Indiana",0.007648
18043,"Floyd County, Indiana",0.007044
18045,"Fountain County, Indiana",0.006156
18047,"Franklin County, Indiana",0.006164
18049,"Fulton County, Indiana",0.005142
18051,"Gibson County, Indiana",0.007296
18053,"Grant County, Indiana",0.00681
18055,"Greene County, Indiana",0.00689
18057,"Hamilton County, Indiana",0.00881
18059,"Hancock County, Indiana",0.006804
18061,"Harrison County, Indiana",0.005452
18063,"Hendricks County, Indiana",0.008327
18065,"Henry County, Indiana",0.007489
18067,"Howard County, Indiana",0.007327
18069,"Huntington County, Indiana",0.007309
18071,"Jackson County, Indiana",0.004722
18073,"Jasper County, Indiana",0.004883
18075,"Jay County, Indiana",0.00604
18077,"Jefferson County, Indiana",0.006595
18079,"Jennings County, Indiana",0.005841
18081,"Johnson County, Indiana",0.0072
18083,"Knox County, Indiana",0.007247
18085,"Kosciusko County, Indiana",0.005981
18087,"LaGrange County, Indiana",0.005419
18089,"Lake County, Indiana",0.009255
18091,"LaPorte County, Indiana",0.007941
18093,"Lawrence County, Indiana",0.006043
18095,"Madison County, Indiana",0.007637
18097,"Marion County, Indiana",0.00929
18099,"Marshall County, Indiana",0.006829
18101,"Martin County, Indiana",0.005306
18103,"Miami County, Indiana",0.00578
18105,"Monroe County, Indiana",0.007019
18107,"Montgomery County, Indiana",0.006296
18109,"Morgan County, Indiana",0.004798
18111,"Newton County, Indiana",0.008261
18113,"Noble County, Indiana",0.006816
18115,"Ohio County, Indiana",0.006093
18117,"Orange County, Indiana",0.005782
18119,"Owen County, Indiana",0.006718
18121,"Parke County, Indiana",0.004961
18123,"Perry County, Indiana",0.00713
18125,"Pike County, Indiana",0.008131
18127,"Porter County, Indiana",0.008293
18129,"Posey County, Indiana",0.006284
18131,"Pulaski County, Indiana",0.004799
18133,"Putnam County, Indiana",0.004752
18135,"Randolph County, Indiana",0.008311
18137,"Ripley County, Indiana",0.005757
18139,"Rush County, Indiana",0.006498
18141,"St. Joseph County, Indiana",0.008671
18143,"Scott County, Indiana",0.006403
18145,"Shelby County, Indiana",0.007047
18147,"Spencer County, Indiana",0.006315
18149,"Starke County, Indiana",0.006031
18151,"Steuben County, Indiana",0.005815
18153,"Sullivan County, Indiana",0.006751
18155,"Switzerland County, Indiana",0.004121
18157,"Tippecanoe County, Indiana",0.006227
18159,"Tipton County, Indiana",0.00644
18161,"Union County, Indiana",0.007053
18163,"Vanderburgh County, Indiana",0.008241
18165,"Vermillion County, Indiana",0.007205
18167,"Vigo County, Indiana",0.008946
18169,"Wabash County, Indiana",0.005327
18171,"Warren County, Indiana",0.00515
18173,"Warrick County, Indiana",0.00654
18175,"Washington County, Indiana",0.006515
18177,"Wayne County, Indiana",0.008731
18179,"Wells County, Indiana",0.005111
18181,"White County, Indiana",0.005307
18183,"Whitley County, Indiana",0.006979
19001,"Adair County, Iowa",0.013215
19003,"Adams County, Iowa",0.012652
19005,"Allamakee County, Iowa",0.012234
19007,"Appanoose County, Iowa",0.012529
19009,"Audubon County, Iowa",0.012255
19011,"Benton County, Iowa",0.013241
19013,"Black Hawk County, Iowa",0.015296
19015,"Boone County, Iowa",0.014336
19017,"Bremer County, Iowa",0.013494
19019,"Buchanan County, Iowa",0.013337
19021,"Buena Vista County, Iowa",0.012403
19023,"Butler County, Iowa",0.013789
19025,"Calhoun County, Iowa",0.013164
19027,"Carroll County, Iowa",0.010524
19029,"Cass County, Iowa",0.014284
19031,"Cedar County, Iowa",0.012183
19033,"Cerro Gordo County, Iowa",0.014958
19035,"Cherokee County, Iowa",0.010758
19037,"Chickasaw County, Iowa",0.010973
19039,"Clarke County, Iowa",0.014576
19041,"Clay County, Iowa",0.011825
19043,"Clayton County, Iowa",0.013802
19045,"Clinton County, Iowa",0.015488
19047,"Crawford County, Iowa",0.013199
19049,"Dallas County, Iowa",0.014544
19051,"Davis County, Iowa",0.015185
19053,"Decatur County, Iowa",0.01695
19055,"Delaware County, Iowa",0.013432
19057,"Des Moines County, Iowa",0.015307
19059,"Dickinson County, Iowa",0.009769
19061,"Dubuque County, Iowa",0.012596
19063,"Emmet County, Iowa",0.014783
19065,"Fayette County, Iowa",0.013157
19067,"Floyd County, Iowa",0.013908
19069,"Franklin County, Iowa",0.013477
19071,"Fremont County, Iowa",0.013003
19073,"Greene County, Iowa",0.011972
19075,"Grundy County, Iowa",0.010687
19077,"Guthrie County, Iowa",0.013252
19079,"Hamilton County, Iowa",0.013658
19081,"Hancock County, Iowa",0.011918
19083,"Hardin County, Iowa",0.014274
19085,"Harrison County, Iowa",0.013394
19087,"Henry County, Iowa",0.01611
19089,"Howard County, Iowa",0.013025
19091,"Humboldt County, Iowa",0.012859
19093,"Ida County, Iowa",0.010643
19095,"Iowa County, Iowa",0.013488
19097,"Jackson County, Iowa",0.012524
19099,"Jasper County, Iowa",0.014242
19101,"Jefferson County, Iowa",0.01487
19103,"Johnson County, Iowa",0.01565
19105,"Jones County, Iowa",0.012983
19107,"Keokuk County, Iowa",0.013289
19109,"Kossuth County, Iowa",0.010637
19111,"Lee County, Iowa",0.015008
19113,"Linn County, Iowa",0.016614
19115,"Louisa County, Iowa",0.012733
19117,"Lucas County, Iowa",0.014803
19119,"Lyon County, Iowa",0.009198
19121,"Madison County, Iowa",0.015538
19123,"Mahaska County, Iowa",0.013882
19125,"Marion County, Iowa",0.012918
19127,"Marshall County, Iowa",0.015138
19129,"Mills County, Iowa",0.014578
19131,"Mitchell County, Iowa",0.01156
19133,"Monona County, Iowa",0.011517
19135,"Monroe County, Iowa",0.015195
19137,"Montgomery County, Iowa",0.017907
19139,"Muscatine County, Iowa",0.01547
19141,"O'Brien County, Iowa",0.009893
19143,"Osceola County, Iowa",0.010517
19145,"Page County, Iowa",0.014342
19147,"Palo Alto County, Iowa",0.01233
19149,"Plymouth County, Iowa",0.01081
19151,"Pocahontas County, Iowa",0.011426
19153,"Polk County, Iowa",0.017568
19155,"Pottawattamie County, Iowa",0.016127
19157,"Poweshiek County, Iowa",0.012823
19159,"Ringgold County, Iowa",0.012701
19161,"Sac County, Iowa",0.010282
19163,"Scott County, Iowa",0.015158
19165,"Shelby County, Iowa",0.01265
19167,"Sioux County, Iowa",0.011553
19169,"Story County, Iowa",0.014721
19171,"Tama County, Iowa",0.013903
19173,"Taylor County, Iowa",0.012115
19175,"Union County, Iowa",0.017895
19177,"Van Buren County, Iowa",0.012012
19179,"Wapello County, Iowa",0.016422
19181,"Warren County, Iowa",0.01502
19183,"Washington County, Iowa",0.013467
19185,"Wayne County, Iowa",0.01346
19187,"Webster County, Iowa",0.01478
19189,"Winnebago County, Iowa",0.013605
19191,"Winneshiek County, Iowa",0.011649
19193,"Woodbury County, Iowa",0.014779
19195,"Worth County, Iowa",0.010752
19197,"Wright County, Iowa",0.015437
20001,"Allen County, Kansas",0.016524
20003,"Anderson County, Kansas",0.015281
20005,"Atchison County, Kansas",0.013124
20007,"Barber County, Kansas",0.016634
20009,"Barton County, Kansas",0.016621
20011,"Bourbon County, Kansas",0.016701
20013,"Brown County, Kansas",0.012484
20015,"Butler County, Kansas",0.014619
20017,"Chase County, Kansas",0.015951
20019,"Chautauqua County, Kansas",0.015987
20021,"Cherokee County, Kansas",0.012264
20023,"Cheyenne County, Kansas",0.014023
20025,"Clark County, Kansas",0.020536
20027,"Clay County, Kansas",0.013777
20029,"Cloud County, Kansas",0.017882
20031,"Coffey County, Kansas",0.011599
20033,"Comanche County, Kansas",0.022855
20035,"Cowley County, Kansas",0.016828
20037,"Crawford County, Kansas",0.011234
20039,"Decatur County, Kansas",0.017936
20041,"Dickinson County, Kansas",0.014296
20043,"Doniphan County, Kansas",0.011601
20045,"Douglas County, Kansas",0.012457
20047,"Edwards County, Kansas",0.015929
20049,"Elk County, Kansas",0.019885
20051,"Ellis County, Kansas",0.012231
20053,"Ellsworth County, Kansas",0.015185
20055,"Finney County, Kansas",0.014301
20057,"Ford County, Kansas",0.016503
20059,"Franklin County, Kansas",0.014605
20061,"Geary County, Kansas",0.015376
20063,"Gove County, Kansas",0.013286
20065,"Graham County, Kansas",0.01732
20067,"Grant County, Kansas",0.013071
20069,"Gray County, Kansas",0.014087
20071,"Greeley County, Kansas",0.0191
20073,"Greenwood County, Kansas",0.016465
20075,"Hamilton County, Kansas",0.015714
20077,"Harper County, Kansas",0.01784
20079,"Harvey County, Kansas",0.014524
20081,"Haskell County, Kansas",0.01438
20083,"Hodgeman County, Kansas",0.01767
20085,"Jackson County, Kansas",0.011901
20087,"Jefferson County, Kansas",0.012759
20089,"Jewell County, Kansas",0.019678
20091,"Johnson County, Kansas",0.011533
20093,"Kearny County, Kansas",0.012243
20095,"Kingman County, Kansas",0.01784
20097,"Kiowa County, Kansas",0.011588
20099,"Labette County, Kansas",0.016276
20101,"Lane County, Kansas",0.014353
20103,"Leavenworth County, Kansas",0.012034
20105,"Lincoln County, Kansas",0.015464
20107,"Linn County, Kansas",0.010942
20109,"Logan County, Kansas",0.018156
20111,"Lyon County, Kansas",0.015977
20113,"McPherson County, Kansas",0.014012
20115,"Marion County, Kansas",0.017255
20117,"Marshall County, Kansas",0.012795
20119,"Meade County, Kansas",0.01523
20121,"Miami County, Kansas",0.012265
20123,"Mitchell County, Kansas",0.019015
20125,"Montgomery County, Kansas",0.01696
20127,"Morris County, Kansas",0.015467
20129,"Morton County, Kansas",0.020418
20131,"Nemaha County, Kansas",0.009776
20133,"Neosho County, Kansas",0.014832
20135,"Ness County, Kansas",0.019649
20137,"Norton County, Kansas",0.014911
20139,"Osage County, Kansas",0.01598
20141,"Osborne County, Kansas",0.016116
20143,"Ottawa County, Kansas",0.016155
20145,"Pawnee County, Kansas",0.017891
20147,"Phillips County, Kansas",0.016969
20149,"Pottawatomie County, Kansas",0.011099
20151,"Pratt County, Kansas",0.017633
20153,"Rawlins County, Kansas",0.01661
20155,"Reno County, Kansas",0.01744
20157,"Republic County, Kansas",0.016974
20159,"Rice County, Kansas",0.015507
20161,"Riley County, Kansas",0.014347
20163,"Rooks County, Kansas",0.0177
20165,"Rush County, Kansas",0.018966
20167,"Russell County, Kansas",0.017509
20169,"Saline County, Kansas",0.013281
20171,"Scott County, Kansas",0.01532
20173,"Sedgwick County, Kansas",0.012297
20175,"Seward County, Kansas",0.016843
20177,"Shawnee County, Kansas",0.014671
20179,"Sheridan County, Kansas",0.015336
20181,"Sherman County, Kansas",0.015724
20183,"Smith County, Kansas",0.016516
20185,"Stafford County, Kansas",0.015564
20187,"Stanton County, Kansas",0.024704
20189,"Stevens County, Kansas",0.017984
20191,"Sumner County, Kansas",0.017051
20193,"Thomas County, Kansas",0.013213
20195,"Trego County, Kansas",0.014558
20197,"Wabaunsee County, Kansas",0.012738
20199,"Wallace County, Kansas",0.015382
20201,"Washington County, Kansas",0.014618
20203,"Wichita County, Kansas",0.014681
20205,"Wilson County, Kansas",0.013781
20207,"Woodson County, Kansas",0.018106
20209,"Wyandotte County, Kansas",0.014669
21001,"Adair County, Kentucky",0.00684
21003,"Allen County, Kentucky",0.005513
21005,"Anderson County, Kentucky",0.007964
21007,"Ballard County, Kentucky",0.008029
21009,"Barren County, Kentucky",0.007262
21011,"Bath County, Kentucky",0.007308
21013,"Bell County, Kentucky",0.007434
21015,"Boone County, Kentucky",0.008977
21017,"Bourbon County, Kentucky",0.007387
21019,"Boyd County, Kentucky",0.009762
21021,"Boyle County, Kentucky",0.00853
21023,"Bracken County, Kentucky",0.00939
21025,"Breathitt County, Kentucky",0.00843
21027,"Breckinridge County, Kentucky",0.006047
21029,"Bullitt County, Kentucky",0.008532
21031,"Butler County, Kentucky",0.00563
21033,"Caldwell County, Kentucky",0.005233
21035,"Calloway County, Kentucky",0.006705
21037,"Campbell County, Kentucky",0.01064
21039,"Carlisle County, Kentucky",0.008472
21041,"Carroll County, Kentucky",0.007565
21043,"Carter County, Kentucky",0.004933
21045,"Casey County, Kentucky",0.005969
21047,"Christian County, Kentucky",0.007138
21049,"Clark County, Kentucky",0.007317
21051,"Clay County, Kentucky",0.00685
21053,"Clinton County, Kentucky",0.0055
21055,"Crittenden County, Kentucky",0.005618
21057,"Cumberland County, Kentucky",0.006112
21059,"Daviess County, Kentucky",0.008584
21061,"Edmonson County, Kentucky",0.00582
21063,"Elliott County, Kentucky",0.006889
21065,"Estill County, Kentucky",0.006908
21067,"Fayette County, Kentucky",0.008912
21069,"Fleming County, Kentucky",0.007153
21071,"Floyd County, Kentucky",0.007471
21073,"Franklin County, Kentucky",0.008415
21075,"Fulton County, Kentucky",0.007196
21077,"Gallatin County, Kentucky",0.008076
21079,"Garrard County, Kentucky",0.007195
21081,"Grant County, Kentucky",0.007218
21083,"Graves County, Kentucky",0.006683
21085,"Grayson County, Kentucky",0.005597
21087,"Green County, Kentucky",0.006325
21089,"Greenup County, Kentucky",0.009409
21091,"Hancock County, Kentucky",0.006795
21093,"Hardin County, Kentucky",0.007047
21095,"Harlan County, Kentucky",0.009877
21097,"Harrison County, Kentucky",0.006787
21099,"Hart County, Kentucky",0.007504
21101,"Henderson County, Kentucky",0.008781
21103,"Henry County, Kentucky",0.008213
21105,"Hickman County, Kentucky",0.008191
21107,"Hopkins County, Kentucky",0.008207
21109,"Jackson County, Kentucky",0.006383
21111,"Jefferson County, Kentucky",0.008529
21113,"Jessamine County, Kentucky",0.007707
21115,"Johnson County, Kentucky",0.006449
21117,"Kenton County, Kentucky",0.01004
21119,"Knott County, Kentucky",0.007185
21121,"Knox County, Kentucky",0.007353
21123,"Larue County, Kentucky",0.006299
21125,"Laurel County, Kentucky",0.005893
21127,"Lawrence County, Kentucky",0.006781
21129,"Lee County, Kentucky",0.008477
21131,"Leslie County, Kentucky",0.007179
21133,"Letcher County, Kentucky",0.009319
21135,"Lewis County, Kentucky",0.006481
21137,"Lincoln County, Kentucky",0.007322
21139,"Livingston County, Kentucky",0.006285
21141,"Logan County, Kentucky",0.006238
21143,"Lyon County, Kentucky",0.005534
21145,"McCracken County, Kentucky",0.007337
21147,"McCreary County, Kentucky",0.007338
21149,"McLean County, Kentucky",0.006758
21151,"Madison County, Kentucky",0.00739
21153,"Magoffin County, Kentucky",0.007282
21155,"Marion County, Kentucky",0.007083
21157,"Marshall County, Kentucky",0.007173
21159,"Martin County, Kentucky",0.007739
21161,"Mason County, Kentucky",0.006337
21163,"Meade County, Kentucky",0.007108
21165,"Menifee County, Kentucky",0.005004
21167,"Mercer County, Kentucky",0.008187
21169,"Metcalfe County, Kentucky",0.007207
21171,"Monroe County, Kentucky",0.00767
21173,"Montgomery County, Kentucky",0.00746
21175,"Morgan County, Kentucky",0.007566
21177,"Muhlenberg County, Kentucky",0.006941
21179,"Nelson County, Kentucky",0.007952
21181,"Nicholas County, Kentucky",0.005677
21183,"Ohio County, Kentucky",0.006129
21185,"Oldham County, Kentucky",0.009211
21187,"Owen County, Kentucky",0.007461
21189,"Owsley County, Kentucky",0.007034
21191,"Pendleton County, Kentucky",0.007749
21193,"Perry County, Kentucky",0.007288
21195,"Pike County, Kentucky",0.007274
21197,"Powell County, Kentucky",0.005822
21199,"Pulaski County, Kentucky",0.006462
21201,"Robertson County, Kentucky",0.00671
21203,"Rockcastle County, Kentucky",0.004811
21205,"Rowan County, Kentucky",0.005529
21207,"Russell County, Kentucky",0.005884
21209,"Scott County, Kentucky",0.006813
21211,"Shelby County, Kentucky",0.008101
21213,"Simpson County, Kentucky",0.006367
21215,"Spencer County, Kentucky",0.007117
21217,"Taylor County, Kentucky",0.007172
21219,"Todd County, Kentucky",0.005527
21221,"Trigg County, Kentucky",0.005547
21223,"Trimble County, Kentucky",0.006804
21225,"Union County, Kentucky",0.007872
21227,"Warren County, Kentucky",0.006422
21229,"Washington County, Kentucky",0.00716
21231,"Wayne County, Kentucky",0.005776
21233,"Webster County, Kentucky",0.009846
21235,"Whitley County, Kentucky",0.006567
21237,"Wolfe County, Kentucky",0.005889
21239,"Woodford County, Kentucky",0.007408
22001,"Acadia Parish, Louisiana",0.003036
22003,"Allen Parish, Louisiana",0.001796
22005,"Ascension Parish, Louisiana",0.005349
22007,"Assumption Parish, Louisiana",0.004313
22009,"Avoyelles Parish, Louisiana",0.00203
22011,"Beauregard Parish, Louisiana",0.003307
22013,"Bienville Parish, Louisiana",0.003194
22015,"Bossier Parish, Louisiana",0.006416
22017,"Caddo Parish, Louisiana",0.006146
22019,"Calcasieu Parish, Louisiana",0.004441
22021,"Caldwell Parish, Louisiana",0.003217
22023,"Cameron Parish, Louisiana",0.004441
22025,"Catahoula Parish, Louisiana",0.00292
22027,"Claiborne Parish, Louisiana",0.003689
22029,"Concordia Parish, Louisiana",0.003838
22031,"De Soto Parish, Louisiana",0.003099
22033,"East Baton Rouge Parish, Louisiana",0.006398
22035,"East Carroll Parish, Louisiana",0.002872
22037,"East Feliciana Parish, Louisiana",0.001535
22039,"Evangeline Parish, Louisiana",0.002726
22041,"Franklin Parish, Louisiana",0.003225
22043,"Grant Parish, Louisiana",0.006358
22045,"Iberia Parish, Louisiana",0.003506
22047,"Iberville Parish, Louisiana",0.003281
22049,"Jackson Parish, Louisiana",0.003296
22051,"Jefferson Parish, Louisiana",0.005195
22053,"Jefferson Davis Parish, Louisiana",0.002821
22055,"Lafayette Parish, Louisiana",0.005675
22057,"Lafourche Parish, Louisiana",0.004984
22059,"LaSalle Parish, Louisiana",0.004213
22061,"Lincoln Parish, Louisiana",0.004987
22063,"Livingston Parish, Louisiana",0.004929
22065,"Madison Parish, Louisiana",0.002296
22067,"Morehouse Parish, Louisiana",0.004296
22069,"Natchitoches Parish, Louisiana",0.004699
22071,"Orleans Parish, Louisiana",0.008192
22073,"Ouachita Parish, Louisiana",0.005552
22075,"Plaquemines Parish, Louisiana",0.004623
22077,"Pointe Coupee Parish, Louisiana",0.002814
22079,"Rapides Parish, Louisiana",0.005717
22081,"Red River Parish, Louisiana",0.005378
22083,"Richland Parish, Louisiana",0.003518
22085,"Sabine Parish, Louisiana",0.003825
22087,"St. Bernard Parish, Louisiana",0.005081
22089,"St. Charles Parish, Louisiana",0.005744
22091,"St. Helena Parish, Louisiana",0.004211
22093,"St. James Parish, Louisiana",0.005273
22095,"St. John the Baptist Parish, Louisiana",0.004505
22097,"St. Landry Parish, Louisiana",0.002974
22099,"St. Martin Parish, Louisiana",0.00404
22101,"St. Mary Parish, Louisiana",0.004023
22103,"St. Tammany Parish, Louisiana",0.007366
22105,"Tangipahoa Parish, Louisiana",0.004335
22107,"Tensas Parish, Louisiana",0.002889
22109,"Terrebonne Parish, Louisiana",0.004506
22111,"Union Parish, Louisiana",0.004073
22113,"Vermilion Parish, Louisiana",0.003369
22115,"Vernon Parish, Louisiana",0.005408
22117,"Washington Parish, Louisiana",0.003501
22119,"Webster Parish, Louisiana",0.003807
22121,"West Baton Rouge Parish, Louisiana",0.005914
22123,"West Carroll Parish, Louisiana",0.002039
22125,"West Feliciana Parish, Louisiana",0.005163
22127,"Winn Parish, Louisiana",0.003148
23001,"Androscoggin County, Maine",0.012556
23003,"Aroostook County, Maine",0.012232
23005,"Cumberland County, Maine",0.011125
23007,"Franklin County, Maine",0.010736
23009,"Hancock County, Maine",0.008782
23011,"Kennebec County, Maine",0.011414
23013,"Knox County, Maine",0.012528
23015,"Lincoln County, Maine",0.009308
23017,"Oxford County, Maine",0.010936
23019,"Penobscot County, Maine",0.012564
23021,"Piscataquis County, Maine",0.0097
23023,"Sagadahoc County, Maine",0.011209
23025,"Somerset County, Maine",0.011585
23027,"Waldo County, Maine",0.010845
23029,"Washington County, Maine",0.011244
23031,"York County, Maine",0.010333
24001,"Allegany County, Maryland",0.010784
24003,"Anne Arundel County, Maryland",0.008519
24005,"Baltimore County, Maryland",0.011045
24009,"Calvert County, Maryland",0.008764
24011,"Caroline County, Maryland",0.009225
24013,"Carroll County, Maryland",0.009441
24015,"Cecil County, Maryland",0.009811
24017,"Charles County, Maryland",0.010388
24019,"Dorchester County, Maryland",0.009509
24021,"Frederick County, Maryland",0.010196
24023,"Garrett County, Maryland",0.008258
24025,"Harford County, Maryland",0.009322
24027,"Howard County, Maryland",0.011816
24029,"Kent County, Maryland",0.00943
24031,"Montgomery County, Maryland",0.008682
24033,"Prince George's County, Maryland",0.011531
24035,"Queen Anne's County, Maryland",0.007929
24037,"St. Mary's County, Maryland",0.008677
24039,"Somerset County, Maryland",0.009757
24041,"Talbot County, Maryland",0.006585
24043,"Washington County, Maryland",0.008858
24045,"Wicomico County, Maryland",0.008874
24047,"Worcester County, Maryland",0.007552
24510,"Baltimore city, Maryland",0.014756
25001,"Barnstable County, Massachusetts",0.007102
25003,"Berkshire County, Massachusetts",0.01371
25005,"Bristol County, Massachusetts",0.011107
25007,"Dukes County, Massachusetts",0.004984
25009,"Essex County, Massachusetts",0.010731
25011,"Franklin County, Massachusetts",0.015145
25013,"Hampden County, Massachusetts",0.015679
25015,"Hampshire County, Massachusetts",0.014656
25017,"Middlesex County, Massachusetts",0.010536
25019,"Nantucket County, Massachusetts",0.002152
25021,"Norfolk County, Massachusetts",0.010904
25023,"Plymouth County, Massachusetts",0.012368
25025,"Suffolk County, Massachusetts",0.006659
25027,"Worcester County, Massachusetts",0.013327
26001,"Alcona County, Michigan",0.008394
26003,"Alger County, Michigan",0.00997
26005,"Allegan County, Michigan",0.011332
26007,"Alpena County, Michigan",0.011292
26009,"Antrim County, Michigan",0.009137
26011,"Arenac County, Michigan",0.012992
26013,"Baraga County, Michigan",0.013392
26015,"Barry County, Michigan",0.011104
26017,"Bay County, Michigan",0.016321
26019,"Benzie County, Michigan",0.008329
26021,"Berrien County, Michigan",0.011149
26023,"Branch County, Michigan",0.012292
26025,"Calhoun County, Michigan",0.014977
26027,"Cass County, Michigan",0.00961
26029,"Charlevoix County, Michigan",0.009918
26031,"Cheboygan County, Michigan",0.009275
26033,"Chippewa County, Michigan",0.01288
26035,"Clare County, Michigan",0.011814
26037,"Clinton County, Michigan",0.012507
26039,"Crawford County, Michigan",0.010934
26041,"Delta County, Michigan",0.011294
26043,"Dickinson County, Michigan",0.014712
26045,"Eaton County, Michigan",0.014146
26047,"Emmet County, Michigan",0.009052
26049,"Genesee County, Michigan",0.013979
26051,"Gladwin County, Michigan",0.011834
26053,"Gogebic County, Michigan",0.014925
26055,"Grand Traverse County, Michigan",0.009791
26057,"Gratiot County, Michigan",0.012712
26059,"Hillsdale County, Michigan",0.009642
26061,"Houghton County, Michigan",0.012687
26063,"Huron County, Michigan",0.012413
26065,"Ingham County, Michigan",0.018603
26067,"Ionia County, Michigan",0.011674
26069,"Iosco County, Michigan",0.01061
26071,"Iron County, Michigan",0.014374
26073,"Isabella County, Michigan",0.013204
26075,"Jackson County, Michigan",0.012865
26077,"Kalamazoo County, Michigan",0.014848
26079,"Kalkaska County, Michigan",0.008864
26081,"Kent County, Michigan",0.011396
26083,"Keweenaw County, Michigan",0.009394
26085,"Lake County, Michigan",0.011497
26087,"Lapeer County, Michigan",0.009537
26089,"Leelanau County, Michigan",0.007019
26091,"Lenawee County, Michigan",0.013319
26093,"Livingston County, Michigan",0.009873
26095,"Luce County, Michigan",0.010154
26097,"Mackinac County, Michigan",0.01038
26099,"Macomb County, Michigan",0.014231
26101,"Manistee County, Michigan",0.010888
26103,"Marquette County, Michigan",0.009995
26105,"Mason County, Michigan",0.011054
26107,"Mecosta County, Michigan",0.009959
26109,"Menominee County, Michigan",0.010301
26111,"Midland County, Michigan",0.015035
26113,"Missaukee County, Michigan",0.009774
26115,"Monroe County, Michigan",0.011553
26117,"Montcalm County, Michigan",0.010755
26119,"Montmorency County, Michigan",0.009218
26121,"Muskegon County, Michigan",0.012604
26123,"Newaygo County, Michigan",0.011509
26125,"Oakland County, Michigan",0.013237
26127,"Oceana County, Michigan",0.011432
26129,"Ogemaw County, Michigan",0.010224
26131,"Ontonagon County, Michigan",0.012317
26133,"Osceola County, Michigan",0.010587
26135,"Oscoda County, Michigan",0.009381
26137,"Otsego County, Michigan",0.008911
26139,"Ottawa County, Michigan",0.01057
26141,"Presque Isle County, Michigan",0.010222
26143,"Roscommon County, Michigan",0.010486
26145,"Saginaw County, Michigan",0.01571
26147,"St. Clair County, Michigan",0.011655
26149,"St. Joseph County, Michigan",0.01114
26151,"Sanilac County, Michigan",0.009174
26153,"Schoolcraft County, Michigan",0.010915
26155,"Shiawassee County, Michigan",0.013451
26157,"Tuscola County, Michigan",0.012805
26159,"Van Buren County, Michigan",0.01287
26161,"Washtenaw County, Michigan",0.015595
26163,"Wayne County, Michigan",0.016416
26165,"Wexford County, Michigan",0.011653
27001,"Aitkin County, Minnesota",0.005725
27003,"Anoka County, Minnesota",0.009512
27005,"Becker County, Minnesota",0.00731
27007,"Beltrami County, Minnesota",0.00996
27009,"Benton County, Minnesota",0.010247
27011,"Big Stone County, Minnesota",0.008615
27013,"Blue Earth County, Minnesota",0.009838
27015,"Brown County, Minnesota",0.010402
27017,"Carlton County, Minnesota",0.01169
27019,"Carver County, Minnesota",0.01026
27021,"Cass County, Minnesota",0.005764
27023,"Chippewa County, Minnesota",0.010409
27025,"Chisago County, Minnesota",0.011231
27027,"Clay County, Minnesota",0.011148
27029,"Clearwater County, Minnesota",0.007324
27031,"Cook County, Minnesota",0.007898
27033,"Cottonwood County, Minnesota",0.011279
27035,"Crow Wing County, Minnesota",0.007875
27037,"Dakota County, Minnesota",0.00997
27039,"Dodge County, Minnesota",0.010849
27041,"Douglas County, Minnesota",0.008625
27043,"Faribault County, Minnesota",0.010507
27045,"Fillmore County, Minnesota",0.009471
27047,"Freeborn County, Minnesota",0.010612
27049,"Goodhue County, Minnesota",0.010638
27051,"Grant County, Minnesota",0.00939
27053,"Hennepin County, Minnesota",0.011519
27055,"Houston County, Minnesota",0.011635
27057,"Hubbard County, Minnesota",0.008156
27059,"Isanti County, Minnesota",0.01042
27061,"Itasca County, Minnesota",0.008731
27063,"Jackson County, Minnesota",0.00914
27065,"Kanabec County, Minnesota",0.01114
27067,"Kandiyohi County, Minnesota",0.009939
27069,"Kittson County, Minnesota",0.009159
27071,"Koochiching County, Minnesota",0.007989
27073,"Lac qui Parle County, Minnesota",0.009484
27075,"Lake County, Minnesota",0.00751
27077,"Lake of the Woods County, Minnesota",0.00707
27079,"Le Sueur County, Minnesota",0.010841
27081,"Lincoln County, Minnesota",0.009711
27083,"Lyon County, Minnesota",0.010466
27085,"McLeod County, Minnesota",0.011602
27087,"Mahnomen County, Minnesota",0.009741
27089,"Marshall County, Minnesota",0.008291
27091,"Martin County, Minnesota",0.009742
27093,"Meeker County, Minnesota",0.009432
27095,"Mille Lacs County, Minnesota",0.010421
27097,"Morrison County, Minnesota",0.009089
27099,"Mower County, Minnesota",0.010576
27101,"Murray County, Minnesota",0.007653
27103,"Nicollet County, Minnesota",0.011172
