series_id,date,unemployment_rate
LAUCN720430000000003,2015-08,20.0
LAUCN720550000000003,2015-08,20.0
LAUCN720650000000003,2015-08,14.6
LAUCN560130000000003,2015-08,5.1
LAUCN720830000000003,2015-08,15.9
LAUCN560310000000003,2015-08,3.8
LAUCN721250000000003,2015-08,14.2
LAUCN720490000000003,2015-08,3.9
LAUCN560150000000003,2015-08,3.0
LAUCN720190000000003,2015-08,14.1
LAUCN720990000000003,2015-08,15.8
LAUCN720250000000003,2015-08,10.7
LAUCN560070000000003,2015-08,2.7
LAUCN720150000000003,2015-08,18.5
LAUCN721130000000003,2015-08,14.4
LAUCN551270000000003,2015-08,4.0
LAUCN090090000000003,2015-08,0.0
LAUCN721390000000003,2015-08,7.6
LAUCN720350000000003,2015-08,11.1
LAUCN721350000000003,2015-08,9.1
LAUCN551130000000003,2015-08,6.1
LAUCN551230000000003,2015-08,3.3
LAUCN721030000000003,2015-08,13.9
LAUCN721170000000003,2015-08,14.8
LAUCN560270000000003,2015-08,3.3
LAUCN720690000000003,2015-08,14.9
LAUCN551110000000003,2015-08,3.2
LAUCN560370000000003,2015-08,4.4
LAUCN721310000000003,2015-08,19.6
LAUCN721430000000003,2015-08,12.5
LAUCN560170000000003,2015-08,3.8
LAUCN090110000000003,2015-08,0.0
LAUCN720370000000003,2015-08,13.9
LAUCN720010000000003,2015-08,16.7
LAUCN090030000000003,2015-08,0.0
LAUCN551310000000003,2015-08,3.3
LAUCN560250000000003,2015-08,4.8
LAUCN721010000000003,2015-08,14.7
LAUCN721410000000003,2015-08,16.3
LAUCN720330000000003,2015-08,11.3
LAUCN720530000000003,2015-08,15.0
LAUCN720070000000003,2015-08,15.2
LAUCN720610000000003,2015-08,6.3
LAUCN090070000000003,2015-08,0.0
LAUCN720870000000003,2015-08,12.6
LAUCN721070000000003,2015-08,16.6
LAUCN720850000000003,2015-08,14.3
LAUCN721230000000003,2015-08,24.8
LAUCN720910000000003,2015-08,12.3
LAUCN720630000000003,2015-08,9.3
LAUCN560390000000003,2015-08,2.1
LAUCN721150000000003,2015-08,16.6
LAUCN721330000000003,2015-08,21.0
LAUCN551390000000003,2015-08,3.8
LAUCN721090000000003,2015-08,20.8
LAUCN720230000000003,2015-08,12.6
LAUCN551330000000003,2015-08,3.4
LAUCN560290000000003,2015-08,3.2
LAUCN720270000000003,2015-08,12.8
LAUCN560030000000003,2015-08,3.9
LAUCN551170000000003,2015-08,3.2
LAUCN090050000000003,2015-08,0.0
LAUCN560010000000003,2015-08,3.2
LAUCN720470000000003,2015-08,14.1
LAUCN720970000000003,2015-08,14.4
LAUCN720540000000003,2015-08,14.9
LAUCN551210000000003,2015-08,3.1
LAUCN720210000000003,2015-08,9.8
LAUCN551070000000003,2015-08,4.6
LAUCN721050000000003,2015-08,14.3
LAUCN720110000000003,2015-08,13.0
LAUCN720030000000003,2015-08,14.0
LAUCN551190000000003,2015-08,3.2
LAUCN720770000000003,2015-08,14.6
LAUCN720750000000003,2015-08,15.5
LAUCN720510000000003,2015-08,8.5
LAUCN721110000000003,2015-08,18.8
LAUCN720390000000003,2015-08,17.9
LAUCN560190000000003,2015-08,4.0
LAUCN551370000000003,2015-08,5.3
LAUCN560110000000003,2015-08,2.6
LAUCN720950000000003,2015-08,18.0
LAUCN560210000000003,2015-08,3.6
LAUCN560270000000003,2015-09,2.5
LAUCN720190000000003,2015-09,14.0
LAUCN560210000000003,2015-09,3.5
LAUCN560230000000003,2015-09,3.8
LAUCN720390000000003,2015-09,17.2
LAUCN720350000000003,2015-09,11.0
LAUCN560250000000003,2015-09,4.8
LAUCN720470000000003,2015-09,13.7
LAUCN720270000000003,2015-09,12.4
LAUCN720230000000003,2015-09,12.0
LAUCN720210000000003,2015-09,9.6
LAUCN560090000000003,2015-09,3.3
LAUCN720370000000003,2015-09,14.6
LAUCN720290000000003,2015-09,12.2
LAUCN560110000000003,2015-09,2.7
LAUCN720430000000003,2015-09,20.2
LAUCN560190000000003,2015-09,3.8
LAUCN720410000000003,2015-09,10.2
LAUCN720310000000003,2015-09,9.1
LAUCN721450000000003,2015-09,14.2
LAUCN560070000000003,2015-09,2.8
LAUCN720450000000003,2015-09,14.9
LAUCN560170000000003,2015-09,3.6
LAUCN721370000000003,2015-09,9.3
LAUCN720330000000003,2015-09,10.9
LAUCN560150000000003,2015-09,2.9
LAUCN560130000000003,2015-09,4.8
LAUCN720250000000003,2015-09,10.7
LAUCN551270000000003,2015-09,3.7
LAUCN090130000000003,2015-09,0.0
LAUCN720810000000003,2015-09,18.4
LAUCN721130000000003,2015-09,14.7
LAUCN721210000000003,2015-09,14.1
LAUCN720890000000003,2015-09,15.6
LAUCN551150000000003,2015-09,3.9
LAUCN720990000000003,2015-09,15.6
LAUCN551210000000003,2015-09,3.0
LAUCN720650000000003,2015-09,13.5
LAUCN551330000000003,2015-09,3.2
LAUCN560010000000003,2015-09,2.8
LAUCN720540000000003,2015-09,14.7
LAUCN721030000000003,2015-09,13.4
LAUCN551350000000003,2015-09,3.7
LAUCN551170000000003,2015-09,3.1
LAUCN720030000000003,2015-09,13.8
LAUCN721490000000003,2015-09,19.2
LAUCN090070000000003,2015-09,0.0
LAUCN721330000000003,2015-09,23.8
LAUCN721530000000003,2015-09,18.3
LAUCN721410000000003,2015-09,16.2
LAUCN721290000000003,2015-09,12.8
LAUCN090150000000003,2015-09,0.0
LAUCN551190000000003,2015-09,3.1
LAUCN560030000000003,2015-09,3.9
LAUCN720530000000003,2015-09,14.9
LAUCN720970000000003,2015-09,13.6
LAUCN551090000000003,2015-09,3.1
LAUCN720150000000003,2015-09,18.1
LAUCN720630000000003,2015-09,9.0
LAUCN720550000000003,2015-09,19.2
LAUCN720170000000003,2015-09,14.9
LAUCN720590000000003,2015-09,20.5
LAUCN560370000000003,2015-09,4.3
LAUCN720830000000003,2015-09,16.1
LAUCN721470000000003,2015-09,10.8
LAUCN090090000000003,2015-09,0.0
LAUCN551390000000003,2015-09,3.4
LAUCN560310000000003,2015-09,3.6
LAUCN720570000000003,2015-09,17.3
LAUCN721170000000003,2015-09,14.3
LAUCN720870000000003,2015-09,12.4
LAUCN560430000000003,2015-09,3.4
LAUCN720790000000003,2015-09,17.5
LAUCN721510000000003,2015-09,16.7
LAUCN720610000000003,2015-09,6.3
LAUCN551370000000003,2015-09,4.7
LAUCN551050000000003,2015-09,4.3
LAUCN720070000000003,2015-09,14.9
LAUCN720950000000003,2015-09,17.2
LAUCN721010000000003,2015-09,14.4
LAUCN551110000000003,2015-09,3.2
LAUCN560350000000003,2015-09,4.6
LAUCN721270000000003,2015-09,8.0
LAUCN721190000000003,2015-09,10.5
LAUCN090110000000003,2015-09,0.0
LAUCN721430000000003,2015-09,12.4
LAUCN551410000000003,2015-09,4.2
LAUCN720010000000003,2015-09,16.4
LAUCN721150000000003,2015-09,15.9
LAUCN721310000000003,2015-09,18.9
LAUCN720670000000003,2015-09,12.2
LAUCN721230000000003,2015-09,25.1
LAUCN551230000000003,2015-09,3.2
LAUCN720910000000003,2015-09,11.9
LAUCN721390000000003,2015-09,7.3
LAUCN720110000000003,2015-09,12.7
LAUCN560050000000003,2015-09,3.6
LAUCN551070000000003,2015-09,4.3
LAUCN720930000000003,2015-09,14.9
LAUCN551130000000003,2015-09,5.6
LAUCN090050000000003,2015-09,0.0
LAUCN720690000000003,2015-09,14.5
LAUCN720130000000003,2015-09,13.8
LAUCN560290000000003,2015-09,3.4
LAUCN720730000000003,2015-09,14.3
LAUCN720050000000003,2015-09,13.7
LAUCN720710000000003,2015-09,12.6
LAUCN090010000000003,2015-09,0.0
LAUCN551290000000003,2015-09,4.0
LAUCN720490000000003,2015-09,4.2
LAUCN721250000000003,2015-09,13.8
LAUCN560450000000003,2015-09,2.9
LAUCN150050000000003,2015-09,0.0
LAUCN720750000000003,2015-09,16.3
LAUCN721050000000003,2015-09,14.0
LAUCN551310000000003,2015-09,3.1
LAUCN560410000000003,2015-09,4.6
LAUCN721350000000003,2015-09,8.9
LAUCN721090000000003,2015-09,19.5
LAUCN720090000000003,2015-09,14.5
LAUCN720510000000003,2015-09,8.2
LAUCN551250000000003,2015-09,4.6
LAUCN560390000000003,2015-09,2.3
LAUCN720850000000003,2015-09,14.2
LAUCN721070000000003,2015-09,16.5
LAUCN721110000000003,2015-09,18.1
LAUCN560330000000003,2015-09,3.4
LAUCN720770000000003,2015-09,14.3
LAUCN090030000000003,2015-09,0.0
LAUCN720750000000003,2015-10,18.6
LAUCN721490000000003,2015-10,22.6
LAUCN720290000000003,2015-10,14.3
LAUCN150050000000003,2015-10,0.0
LAUCN551270000000003,2015-10,3.6
LAUCN551190000000003,2015-10,3.1
LAUCN560370000000003,2015-10,4.6
LAUCN720590000000003,2015-10,23.1
LAUCN720950000000003,2015-10,19.8
LAUCN720730000000003,2015-10,16.6
LAUCN721270000000003,2015-10,9.4
LAUCN560190000000003,2015-10,4.1
LAUCN551370000000003,2015-10,4.8
LAUCN560150000000003,2015-10,3.2
LAUCN721470000000003,2015-10,14.3
LAUCN720610000000003,2015-10,7.2
LAUCN720410000000003,2015-10,11.7
LAUCN720790000000003,2015-10,20.7
LAUCN721070000000003,2015-10,19.1
LAUCN720050000000003,2015-10,16.7
LAUCN551390000000003,2015-10,3.4
LAUCN721510000000003,2015-10,19.5
LAUCN721170000000003,2015-10,18.8
LAUCN721410000000003,2015-10,18.9
LAUCN720130000000003,2015-10,15.9
LAUCN551050000000003,2015-10,4.2
LAUCN720310000000003,2015-10,10.7
LAUCN551250000000003,2015-10,4.9
LAUCN560350000000003,2015-10,4.9
LAUCN551170000000003,2015-10,3.1
LAUCN560250000000003,2015-10,5.0
LAUCN720850000000003,2015-10,16.5
LAUCN551310000000003,2015-10,3.1
LAUCN720150000000003,2015-10,21.7
LAUCN720770000000003,2015-10,16.2
LAUCN560330000000003,2015-10,3.9
LAUCN721330000000003,2015-10,22.4
LAUCN721090000000003,2015-10,23.0
LAUCN560210000000003,2015-10,3.8
LAUCN720030000000003,2015-10,16.1
LAUCN090150000000003,2015-10,0.0
LAUCN560110000000003,2015-10,3.1
LAUCN720970000000003,2015-10,15.5
LAUCN721110000000003,2015-10,20.0
LAUCN720670000000003,2015-10,14.7
LAUCN720090000000003,2015-10,16.8
LAUCN721030000000003,2015-10,15.3
LAUCN551330000000003,2015-10,3.2
LAUCN720210000000003,2015-10,11.1
LAUCN720650000000003,2015-10,17.7
LAUCN551110000000003,2015-10,3.2
LAUCN090110000000003,2015-10,0.0
LAUCN720010000000003,2015-10,19.0
LAUCN721150000000003,2015-10,18.7
LAUCN551290000000003,2015-10,4.4
LAUCN720630000000003,2015-10,10.1
LAUCN720710000000003,2015-10,14.4
LAUCN551350000000003,2015-10,3.7
LAUCN721430000000003,2015-10,14.0
LAUCN721310000000003,2015-10,21.2
LAUCN090130000000003,2015-10,0.0
LAUCN720430000000003,2015-10,23.2
LAUCN721050000000003,2015-10,16.1
LAUCN560130000000003,2015-10,5.0
LAUCN551090000000003,2015-10,3.0
LAUCN721130000000003,2015-10,17.1
LAUCN560410000000003,2015-10,4.8
LAUCN720690000000003,2015-10,16.6
LAUCN720370000000003,2015-10,16.1
LAUCN720230000000003,2015-10,14.0
LAUCN720930000000003,2015-10,17.3
LAUCN721290000000003,2015-10,14.8
LAUCN560050000000003,2015-10,4.0
LAUCN720070000000003,2015-10,16.8
LAUCN720270000000003,2015-10,15.1
LAUCN721230000000003,2015-10,27.7
LAUCN551150000000003,2015-10,3.9
LAUCN721250000000003,2015-10,16.5
LAUCN720330000000003,2015-10,12.5
LAUCN560170000000003,2015-10,3.9
LAUCN721010000000003,2015-10,16.6
LAUCN560070000000003,2015-10,3.6
LAUCN721190000000003,2015-10,12.1
LAUCN720890000000003,2015-10,18.0
LAUCN721210000000003,2015-10,16.1
LAUCN721450000000003,2015-10,16.5
LAUCN720910000000003,2015-10,13.6
LAUCN551410000000003,2015-10,4.1
LAUCN560270000000003,2015-10,3.0
LAUCN090050000000003,2015-10,0.0
LAUCN551070000000003,2015-10,4.3
LAUCN721370000000003,2015-10,10.8
LAUCN560290000000003,2015-10,3.9
LAUCN720170000000003,2015-10,17.1
LAUCN721350000000003,2015-10,10.0
LAUCN720510000000003,2015-10,9.4
LAUCN720550000000003,2015-10,21.2
LAUCN560230000000003,2015-10,4.2
LAUCN720990000000003,2015-10,18.0
LAUCN720250000000003,2015-10,12.5
LAUCN720810000000003,2015-10,21.5
LAUCN551210000000003,2015-10,2.9
LAUCN560450000000003,2015-10,3.2
LAUCN720470000000003,2015-10,15.2
LAUCN551230000000003,2015-10,3.2
LAUCN721530000000003,2015-10,21.0
LAUCN090010000000003,2015-10,0.0
LAUCN560310000000003,2015-10,3.9
LAUCN720390000000003,2015-10,19.6
LAUCN551130000000003,2015-10,5.7
LAUCN720350000000003,2015-10,12.7
LAUCN720110000000003,2015-10,15.1
LAUCN721390000000003,2015-10,8.4
LAUCN720570000000003,2015-10,20.2
LAUCN090030000000003,2015-10,0.0
LAUCN720870000000003,2015-10,13.9
LAUCN560030000000003,2015-10,4.1
LAUCN560090000000003,2015-10,3.5
LAUCN720830000000003,2015-10,18.3
LAUCN720540000000003,2015-10,17.0
LAUCN720450000000003,2015-10,17.4
LAUCN090090000000003,2015-10,0.0
LAUCN090070000000003,2015-10,0.0
LAUCN720190000000003,2015-10,16.0
LAUCN720490000000003,2015-10,4.5
LAUCN560010000000003,2015-10,3.0
LAUCN560390000000003,2015-10,3.9
LAUCN720530000000003,2015-10,17.3
LAUCN560430000000003,2015-10,3.6
LAUCN720670000000003,2015-11,11.9
LAUCN090010000000003,2015-11,0.0
LAUCN090150000000003,2015-11,0.0
LAUCN720510000000003,2015-11,7.7
LAUCN720970000000003,2015-11,12.8
LAUCN560030000000003,2015-11,4.4
LAUCN560110000000003,2015-11,3.6
LAUCN560270000000003,2015-11,3.2
LAUCN721110000000003,2015-11,16.6
LAUCN720210000000003,2015-11,9.0
LAUCN551130000000003,2015-11,7.0
LAUCN720090000000003,2015-11,14.5
LAUCN551210000000003,2015-11,3.2
LAUCN721330000000003,2015-11,18.0
LAUCN720530000000003,2015-11,14.0
LAUCN560330000000003,2015-11,4.3
LAUCN551250000000003,2015-11,6.1
LAUCN721350000000003,2015-11,8.2
LAUCN720350000000003,2015-11,10.5
LAUCN720590000000003,2015-11,19.4
LAUCN721090000000003,2015-11,20.5
LAUCN560450000000003,2015-11,3.1
LAUCN150050000000003,2015-11,0.0
LAUCN720110000000003,2015-11,12.5
LAUCN551190000000003,2015-11,3.5
LAUCN720730000000003,2015-11,14.4
LAUCN720190000000003,2015-11,13.2
LAUCN720490000000003,2015-11,3.7
LAUCN560410000000003,2015-11,5.2
LAUCN720410000000003,2015-11,9.6
LAUCN721070000000003,2015-11,16.3
LAUCN720130000000003,2015-11,13.3
LAUCN721390000000003,2015-11,6.9
LAUCN721410000000003,2015-11,15.8
LAUCN551270000000003,2015-11,3.8
LAUCN090030000000003,2015-11,0.0
LAUCN720050000000003,2015-11,14.1
LAUCN560150000000003,2015-11,3.2
LAUCN551070000000003,2015-11,4.7
LAUCN720310000000003,2015-11,8.8
LAUCN551290000000003,2015-11,4.6
LAUCN720250000000003,2015-11,10.0
LAUCN560250000000003,2015-11,5.3
LAUCN090050000000003,2015-11,0.0
LAUCN551310000000003,2015-11,3.2
LAUCN720770000000003,2015-11,13.8
LAUCN560290000000003,2015-11,5.0
LAUCN720850000000003,2015-11,13.5
LAUCN560050000000003,2015-11,4.2
LAUCN720930000000003,2015-11,15.8
LAUCN720910000000003,2015-11,11.3
LAUCN721050000000003,2015-11,13.2
LAUCN720330000000003,2015-11,10.0
LAUCN551090000000003,2015-11,3.4
LAUCN720710000000003,2015-11,12.2
LAUCN560070000000003,2015-11,4.1
LAUCN721250000000003,2015-11,14.1
LAUCN721290000000003,2015-11,12.2
LAUCN720690000000003,2015-11,13.6
LAUCN090070000000003,2015-11,0.0
LAUCN721170000000003,2015-11,17.1
LAUCN721010000000003,2015-11,13.7
LAUCN721430000000003,2015-11,11.8
LAUCN551410000000003,2015-11,4.4
LAUCN721450000000003,2015-11,13.8
LAUCN720030000000003,2015-11,13.7
LAUCN090110000000003,2015-11,0.0
LAUCN720010000000003,2015-11,16.3
LAUCN560190000000003,2015-11,4.4
LAUCN551110000000003,2015-11,3.6
LAUCN721370000000003,2015-11,8.7
LAUCN551390000000003,2015-11,3.6
LAUCN720170000000003,2015-11,14.0
LAUCN720630000000003,2015-11,8.2
LAUCN720790000000003,2015-11,17.5
LAUCN560350000000003,2015-11,5.2
LAUCN560430000000003,2015-11,4.0
LAUCN721190000000003,2015-11,10.0
LAUCN551050000000003,2015-11,4.3
LAUCN720750000000003,2015-11,15.3
LAUCN720370000000003,2015-11,13.1
LAUCN560370000000003,2015-11,5.0
LAUCN720570000000003,2015-11,16.8
LAUCN720610000000003,2015-11,5.8
LAUCN720070000000003,2015-11,14.0
LAUCN560170000000003,2015-11,4.1
LAUCN560310000000003,2015-11,4.4
LAUCN551370000000003,2015-11,5.3
LAUCN720950000000003,2015-11,17.8
LAUCN721270000000003,2015-11,7.7
LAUCN720270000000003,2015-11,12.2
LAUCN720290000000003,2015-11,11.7
LAUCN721510000000003,2015-11,16.8
LAUCN720830000000003,2015-11,17.2
LAUCN551350000000003,2015-11,3.9
LAUCN720550000000003,2015-11,17.3
LAUCN721310000000003,2015-11,19.1
LAUCN720650000000003,2015-11,16.6
LAUCN720470000000003,2015-11,12.7
LAUCN551330000000003,2015-11,3.3
LAUCN560010000000003,2015-11,3.0
LAUCN721490000000003,2015-11,20.6
LAUCN551230000000003,2015-11,3.5
LAUCN721130000000003,2015-11,14.0
LAUCN720990000000003,2015-11,15.5
LAUCN720540000000003,2015-11,14.4
LAUCN551150000000003,2015-11,4.1
LAUCN720150000000003,2015-11,18.3
LAUCN721530000000003,2015-11,17.8
LAUCN720390000000003,2015-11,16.5
LAUCN720870000000003,2015-11,11.4
LAUCN560210000000003,2015-11,3.9
LAUCN721230000000003,2015-11,22.9
LAUCN720230000000003,2015-11,11.5
LAUCN720810000000003,2015-11,19.2
LAUCN551170000000003,2015-11,3.3
LAUCN560090000000003,2015-11,3.9
LAUCN721150000000003,2015-11,15.8
LAUCN090090000000003,2015-11,0.0
LAUCN721470000000003,2015-11,11.7
LAUCN560230000000003,2015-11,4.5
LAUCN090130000000003,2015-11,0.0
LAUCN721030000000003,2015-11,12.2
LAUCN720890000000003,2015-11,14.5
LAUCN720450000000003,2015-11,14.9
LAUCN560390000000003,2015-11,6.9
LAUCN721210000000003,2015-11,13.9
LAUCN560130000000003,2015-11,5.7
LAUCN720430000000003,2015-11,18.8
LAUCN721510000000003,2015-12,14.9
LAUCN721490000000003,2015-12,19.4
LAUCN720050000000003,2015-12,12.5
LAUCN720210000000003,2015-12,7.8
LAUCN551270000000003,2015-12,4.2
LAUCN551190000000003,2015-12,4.7
LAUCN551230000000003,2015-12,4.0
LAUCN721070000000003,2015-12,14.9
LAUCN720990000000003,2015-12,13.5
LAUCN090010000000003,2015-12,0.0
LAUCN720390000000003,2015-12,13.9
LAUCN721290000000003,2015-12,10.8
LAUCN551250000000003,2015-12,7.4
LAUCN551070000000003,2015-12,5.3
LAUCN551210000000003,2015-12,4.0
LAUCN560130000000003,2015-12,6.4
LAUCN560270000000003,2015-12,3.1
LAUCN721030000000003,2015-12,11.0
LAUCN721310000000003,2015-12,16.8
LAUCN720790000000003,2015-12,15.7
LAUCN720810000000003,2015-12,17.1
LAUCN721450000000003,2015-12,12.0
LAUCN720770000000003,2015-12,12.0
LAUCN560350000000003,2015-12,5.9
LAUCN721050000000003,2015-12,11.7
LAUCN720330000000003,2015-12,8.9
LAUCN721010000000003,2015-12,11.8
LAUCN720830000000003,2015-12,14.4
LAUCN720030000000003,2015-12,12.4
LAUCN560190000000003,2015-12,5.3
LAUCN551050000000003,2015-12,4.5
LAUCN720110000000003,2015-12,11.1
LAUCN720430000000003,2015-12,16.1
LAUCN721410000000003,2015-12,14.1
LAUCN720550000000003,2015-12,15.5
LAUCN720170000000003,2015-12,12.3
LAUCN721370000000003,2015-12,7.5
LAUCN551410000000003,2015-12,4.8
LAUCN721190000000003,2015-12,8.8
LAUCN560170000000003,2015-12,4.4
LAUCN720270000000003,2015-12,10.7
LAUCN560310000000003,2015-12,4.7
LAUCN721530000000003,2015-12,17.2
LAUCN720570000000003,2015-12,14.3
LAUCN560090000000003,2015-12,4.6
LAUCN090090000000003,2015-12,0.0
LAUCN720870000000003,2015-12,10.0
LAUCN720590000000003,2015-12,17.4
LAUCN560430000000003,2015-12,4.3
LAUCN720070000000003,2015-12,12.5
LAUCN721470000000003,2015-12,10.5
LAUCN551390000000003,2015-12,3.6
LAUCN720750000000003,2015-12,13.2
LAUCN721270000000003,2015-12,6.8
LAUCN721170000000003,2015-12,15.8
LAUCN720610000000003,2015-12,5.0
LAUCN720450000000003,2015-12,13.0
LAUCN720890000000003,2015-12,13.2
LAUCN720370000000003,2015-12,11.4
LAUCN560230000000003,2015-12,5.0
LAUCN090070000000003,2015-12,0.0
LAUCN720930000000003,2015-12,14.1
LAUCN720190000000003,2015-12,11.7
LAUCN090030000000003,2015-12,0.0
LAUCN720490000000003,2015-12,2.9
LAUCN560450000000003,2015-12,3.5
LAUCN560070000000003,2015-12,4.3
LAUCN560050000000003,2015-12,4.7
LAUCN721250000000003,2015-12,12.3
LAUCN720910000000003,2015-12,9.9
LAUCN560290000000003,2015-12,5.3
LAUCN720250000000003,2015-12,8.8
LAUCN720510000000003,2015-12,6.5
LAUCN721350000000003,2015-12,7.1
LAUCN720350000000003,2015-12,9.3
LAUCN090050000000003,2015-12,0.0
LAUCN551130000000003,2015-12,7.6
LAUCN720530000000003,2015-12,12.6
LAUCN560030000000003,2015-12,5.1
LAUCN721230000000003,2015-12,19.8
LAUCN551150000000003,2015-12,4.3
LAUCN720540000000003,2015-12,13.0
LAUCN560010000000003,2015-12,3.1
LAUCN720470000000003,2015-12,11.2
LAUCN721210000000003,2015-12,12.5
LAUCN560370000000003,2015-12,5.3
LAUCN720950000000003,2015-12,17.0
LAUCN720090000000003,2015-12,12.3
LAUCN090150000000003,2015-12,0.0
LAUCN560110000000003,2015-12,4.0
LAUCN551370000000003,2015-12,5.9
LAUCN720670000000003,2015-12,10.2
LAUCN721330000000003,2015-12,14.4
LAUCN721110000000003,2015-12,14.7
LAUCN560330000000003,2015-12,4.7
LAUCN560250000000003,2015-12,5.8
LAUCN551310000000003,2015-12,3.2
LAUCN721090000000003,2015-12,19.1
LAUCN720970000000003,2015-12,11.2
LAUCN720850000000003,2015-12,11.6
LAUCN720310000000003,2015-12,7.7
LAUCN720710000000003,2015-12,10.6
LAUCN551290000000003,2015-12,5.3
LAUCN551090000000003,2015-12,3.8
LAUCN150050000000003,2015-12,0.0
LAUCN720730000000003,2015-12,12.5
LAUCN720410000000003,2015-12,8.5
LAUCN560410000000003,2015-12,5.5
LAUCN560150000000003,2015-12,3.3
LAUCN720130000000003,2015-12,11.5
LAUCN720690000000003,2015-12,12.2
LAUCN560210000000003,2015-12,4.2
LAUCN560390000000003,2015-12,4.1
LAUCN551110000000003,2015-12,3.9
LAUCN721150000000003,2015-12,14.7
LAUCN551350000000003,2015-12,4.2
LAUCN720150000000003,2015-12,16.6
LAUCN090130000000003,2015-12,0.0
LAUCN720230000000003,2015-12,10.3
LAUCN720010000000003,2015-12,15.8
LAUCN721430000000003,2015-12,10.2
LAUCN551170000000003,2015-12,3.3
LAUCN720650000000003,2015-12,14.9
LAUCN551330000000003,2015-12,3.3
LAUCN721390000000003,2015-12,6.2
LAUCN721130000000003,2015-12,12.2
LAUCN090110000000003,2015-12,0.0
LAUCN720290000000003,2015-12,10.3
LAUCN720630000000003,2015-12,7.2
LAUCN551090000000003,2016-01,4.4
LAUCN720910000000003,2016-01,10.7
LAUCN560170000000003,2016-01,5.3
LAUCN720370000000003,2016-01,12.0
LAUCN551190000000003,2016-01,6.1
LAUCN560390000000003,2016-01,3.7
LAUCN720050000000003,2016-01,12.9
LAUCN720930000000003,2016-01,22.7
LAUCN560150000000003,2016-01,4.3
LAUCN720110000000003,2016-01,12.0
LAUCN720990000000003,2016-01,14.2
LAUCN720850000000003,2016-01,11.8
LAUCN720950000000003,2016-01,18.9
LAUCN721370000000003,2016-01,7.9
LAUCN720830000000003,2016-01,17.5
LAUCN720970000000003,2016-01,14.4
LAUCN720890000000003,2016-01,14.4
LAUCN551170000000003,2016-01,3.8
LAUCN721450000000003,2016-01,10.6
LAUCN551110000000003,2016-01,4.2
LAUCN720870000000003,2016-01,11.4
LAUCN551150000000003,2016-01,5.1
LAUCN720350000000003,2016-01,11.0
LAUCN720230000000003,2016-01,10.3
LAUCN720070000000003,2016-01,10.4
LAUCN551130000000003,2016-01,8.2
LAUCN721290000000003,2016-01,11.6
LAUCN721310000000003,2016-01,16.1
LAUCN560370000000003,2016-01,6.1
LAUCN720090000000003,2016-01,12.3
LAUCN720430000000003,2016-01,15.0
LAUCN721150000000003,2016-01,12.8
LAUCN560010000000003,2016-01,3.5
LAUCN720210000000003,2016-01,8.6
LAUCN090130000000003,2016-01,0.0
LAUCN720650000000003,2016-01,14.8
LAUCN551330000000003,2016-01,3.8
LAUCN721130000000003,2016-01,14.9
LAUCN090070000000003,2016-01,0.0
LAUCN720470000000003,2016-01,10.3
LAUCN720150000000003,2016-01,18.7
LAUCN551350000000003,2016-01,4.4
LAUCN720540000000003,2016-01,13.1
LAUCN560110000000003,2016-01,5.0
LAUCN721230000000003,2016-01,17.2
LAUCN560250000000003,2016-01,6.6
LAUCN090150000000003,2016-01,0.0
LAUCN720670000000003,2016-01,12.8
LAUCN721330000000003,2016-01,12.3
LAUCN560030000000003,2016-01,6.1
LAUCN721110000000003,2016-01,14.0
LAUCN560310000000003,2016-01,6.4
LAUCN551310000000003,2016-01,3.8
LAUCN560210000000003,2016-01,5.0
LAUCN721090000000003,2016-01,19.2
LAUCN721210000000003,2016-01,13.9
LAUCN560230000000003,2016-01,5.6
LAUCN721530000000003,2016-01,17.5
LAUCN720570000000003,2016-01,16.9
LAUCN560090000000003,2016-01,6.6
LAUCN090090000000003,2016-01,0.0
LAUCN721190000000003,2016-01,9.0
LAUCN720590000000003,2016-01,18.9
LAUCN560430000000003,2016-01,5.1
LAUCN721470000000003,2016-01,9.9
LAUCN551410000000003,2016-01,5.1
LAUCN551390000000003,2016-01,3.9
LAUCN720630000000003,2016-01,8.1
LAUCN721270000000003,2016-01,7.8
LAUCN720450000000003,2016-01,12.6
LAUCN721170000000003,2016-01,15.2
LAUCN720170000000003,2016-01,10.4
LAUCN720290000000003,2016-01,10.6
LAUCN551370000000003,2016-01,6.6
LAUCN721390000000003,2016-01,6.4
LAUCN720550000000003,2016-01,19.8
LAUCN720010000000003,2016-01,16.1
LAUCN721430000000003,2016-01,9.2
LAUCN090110000000003,2016-01,0.0
LAUCN720610000000003,2016-01,6.0
LAUCN720690000000003,2016-01,14.3
LAUCN560330000000003,2016-01,6.5
LAUCN720310000000003,2016-01,8.7
LAUCN560050000000003,2016-01,5.7
LAUCN721030000000003,2016-01,12.4
LAUCN560070000000003,2016-01,6.3
LAUCN720490000000003,2016-01,2.6
LAUCN551050000000003,2016-01,5.1
LAUCN560350000000003,2016-01,6.1
LAUCN720790000000003,2016-01,14.2
LAUCN721490000000003,2016-01,22.3
LAUCN551230000000003,2016-01,5.3
LAUCN560190000000003,2016-01,6.8
LAUCN721050000000003,2016-01,10.7
LAUCN560450000000003,2016-01,4.9
LAUCN720810000000003,2016-01,16.5
LAUCN090010000000003,2016-01,0.0
LAUCN720390000000003,2016-01,14.0
LAUCN551070000000003,2016-01,6.5
LAUCN551210000000003,2016-01,4.8
